ï»¿datasheet_id|line|ability_id|model|name|description|type|parameter|
000001149|6|||Unholy Vigour|Once per battle, at the start of any phase, this model can use this ability. If it does, until the end of the phase, this model has a 3+ invulnerable save.|Datasheet||
000001149|7|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the following keywords for it to gain: <br><ul><li><span class="kwb">KHORNE</span> </li><li><span class="kwb">TZEENTCH</span> </li><li><span class="kwb">NURGLE</span> </li><li><span class="kwb">SLAANESH</span> </li></ul>The keyword you select will also affect some of this modelâs characteristics, as stated overleaf.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001149|8|||Daemon Prince of Khorne|If this model has the <span class="kwb">KHORNE</span> keyword, add 2 to the Strength characteristic of this modelâs hellforged weapons.|Primarch||
000001149|9|||Daemon Prince of Tzeentch|If this model has the <span class="kwb">TZEENTCH</span> keyword, add 3 to the Attacks characteristic of this modelâs infernal cannon.|Primarch||
000001149|10|||Daemon Prince of Nurgle|If this model has the <span class="kwb">NURGLE</span> keyword, add 1 to this modelâs Toughness characteristic.|Primarch||
000001149|11|||Daemon Prince of Slaanesh|If this model has the <span class="kwb">SLAANESH</span> keyword, add 2" to this modelâs Move characteristic.|Primarch||
000001150|1|000008343||||Core||
000001150|2|000008433||||Faction||
000001150|3|||Prey on the Weak|Each time this model makes an attack that targets an enemy unit that is Battle-shocked, add 1 to the Wound roll.|Datasheet||
000001150|4|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the following keywords for it to gain: <br><ul><li><span class="kwb">KHORNE</span> </li><li><span class="kwb">TZEENTCH</span> </li><li><span class="kwb">NURGLE</span> </li><li><span class="kwb">SLAANESH</span></li></ul>|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001151|1|000008339||||Core|D3|
000001151|2|000008343||||Core||
000001151|3|000008433||||Faction||
000001151|4|||Scuttling Walker|Each time this model makes a Normal or Advance move, it can move over friendly Monster and Vehicle models and terrain features that are 4" or less in height as if they were not there.|Datasheet||
000001151|5|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the keywords below. Until the end of the battle, this model has that keyword and the additional wargear stated for that keyword below:<br><div class="str10Line"></div><span class="kwb">KHORNE</span> â <b>This model is additionally equipped with:</b></b> torrent of burning blood<br><div class="str10Line"></div><span class="kwb">TZEENTCH</span> â <b>This model is additionally equipped with:</b> warp gaze<br><div class="str10Line"></div><span class="kwb">NURGLE</span> â <b>This model is additionally equipped with:</b> phlegm bombardment<br><div class="str10Line"></div><span class="kwb">SLAANESH</span> â <b>This model is additionally equipped with:</b> scream of despair|Fortification (Ð»ÐµÐ²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001153|1|000008339||||Core|D6|
000001153|2|000008350||||Faction||
000001153|3|||Atomantic Arc-reactor|Each time this unit shoots its Cerberus neutron pulse array in your Shooting phase, provided it Remained Stationary this turn, that weapon has the [LETHAL HITS] ability.|Datasheet||
000001154|1|000008344||||Core|6"|
000001154|2|000008350||||Faction||
000001154|3|||Storm Shield|The bearer has a 4+ invulnerable save.|Wargear||
000001154|4|||Vanguard Assault|Each time this unit ends a Charge move, until the end of the turn, melee weapons equipped by models in this unit have the [LETHAL HITS] ability.|Datasheet||
000001154|5|||ATTACHED UNITS|If a Character unit from your army with the Leader ability can be attached to an Assault Intercessor Squad, it can also be attached to this unit.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001156|1|000008339||||Core|D3|
000001156|2|000008344||||Core|8"|
000001156|3|000008350||||Faction||
000001156|4|||Combat Support|Once per turn, in your opponentâs Shooting phase, when a friendly Adeptus Astartes Phobos Infantry unit within 6" of this model is selected as the target of an attack, one model from your army with this ability can use it. If it does, after that enemy unit has finished making its attacks, that model can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit [and only if it is an eligible target).|Datasheet||
000001157|1|000008350||||Faction||
000001157|2|||Objective Secured|If you control an objective marker at the end of your Command phase and this unit is within range of that objective marker, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|Datasheet||
000001157|3|||Target Elimination|Each time this unit is selected to shoot, it can use this ability. If it does, until the end of the phase, add 2 to the Attacks characteristic of bolt rifles equipped by models in this unit and you can only select one enemy unit as the target of all of this unitâs attacks.|Datasheet||
000001158|1|000008350||||Faction||
000001158|2|||Outrider Escort|Once per turn, in your opponentâs Shooting phase, when another friendly ADEPTUS ASTARTES MOUNTED unit within 6" of this model is selected as the target of an attack, one model from your army with this ability can use it. If it does, after that enemy unit has finished making its attacks, that model can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit (and only if it is an eligible target).|Datasheet||
000001159|1|000008344||||Core|6"|
000001159|2|000008350||||Faction||
000001159|3|||Multi-spectrum Array|In your Shooting phase, after this unit has shot, select one enemy unit that was hit by one or more attacks made by this unit this phase. Until the end of the phase, each time a friendly <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit makes an attack that targets that enemy unit, add 1 to the Hit roll.|Datasheet||
000001159|4|||Haywire Mine|Once per battle, at the start of any phase, you can select one enemy unit within 3" of the bearer and roll one D6: on a 2+, that enemy unit suffers D3 mortal wounds, or 2D3 mortal wounds instead if it is a Vehicle unit.|Wargear||
000001160|1|000008345||||Core||
000001160|2|000008344||||Core|6"|
000001160|3|000008350||||Faction||
000001160|4|||Guerrilla Tactics|At the end of your opponentâs turn, if this unit is more than 6" away from all enemy models, you can remove this unit from the battlefield and place it into Strategic Reserves.|Datasheet||
000001161|1|000008339||||Core|D3|
000001161|2|000008350||||Faction||
000001161|3|||Specialised Weapon System|Each time this model makes an attack that targets the enemy unit you selected for the Oath of Moment ability that attack has the [IGNORES COVER] ability and can ignore the penalty to their Hit rolls when making attacks with Indirect Fire weapons against targets that are not visible to them.|Datasheet||
000001161|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001162|1|000008345||||Core||
000001162|2|000008346||||Core||
000001162|3|000008344||||Core|6"|
000001162|4|000008337||||Core||
000001162|5|000008350||||Faction||
000001162|6|||Voice of Experience|While this model is leading a unit, improve the Objective Control characteristic of models in that unit by 1 and each time a model in that unit makes an attack, add 1 to the Hit roll.|Datasheet||
000001162|7|||Guiding Hand|While this model is leading a unit, each time that unit is selected to shoot or fight, select one of the following abilities to apply to weapons equipped by models in that unit until the end of the phase: <br><ul><li>[LETHAL HITS] </li><li>[PRECISION] </li><li>[SUSTAINED HITS 1]</li></ul>|Datasheet||
000001163|1|000008339||||Core|D3|
000001163|2|000008350||||Faction||
000001163|3|||Overwhelming Short-range Firepower|Each time this model makes an attack that targets the closest eligible enemy unit, re-roll a Hit roll of 1 and re-roll a Wound roll or 1.|Datasheet||
000001163|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001164|1|000008350||||Faction||
000001164|2|||Tremor Shells|In your Shooting phase, after this unit has shot, if an enemy <span class="kwb">INFANTRY</span> unit was hit by one or more attacks made by this unitâs thunderfire cannon this phase, until the end of your opponentâs next turn, that enemy unit is shaken. While a unit is shaken, subtract 2 from that unitâs Move characteristic, and subtract 2 from Advance and Charge rolls made for that unit.|Datasheet||
000001164|3|||Crewed Artillery|If one model in this unit is destroyed, the remaining model in this unit is also destroyed.|Datasheet||
000001165|1|000008346||||Core||
000001165|2|000008350||||Faction||
000001165|3|||Astartes Banner|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
000001165|4|||Deeds of Heroism|Once per battle, when this model is selected to fight, it can use this ability. If it does, until the end of the phase, add 1 to the Attacks characteristic of melee weapons equipped by models in this modelâs unit.|Datasheet||
000001166|1|000008350||||Faction||
000001166|2|||Storm Shield|The bearer has a 4+ invulnerable save.|Wargear||
000001166|3|||Vanguard Assault|Each time this unit ends a Charge move, until the end of the turn, melee weapons equipped by models in this unit have the [LETHAL HITS] ability.|Datasheet||
000001166|4|||COMMAND SQUAD BODYGUARD|If a Character model from your army with the Leader ability can be attached to a Bike Squad (Outrider Squad), it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001167|1|000008346||||Core||
000001167|2|000008350||||Faction||
000001167|3|||Honour or Death|While this model is leading a unit, add 1 to Advance and Charge rolls made for that unit and you can target that unit with the Heroic Intervention Stratagem for 0CP, even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000001167|4|||Martial Superiority|Each time this model makes a melee attack that targets a <span class="kwb">CHARACTER</span> unit, you can re-roll the Hit roll and you can re-roll the Wound roll.|Datasheet||
000001168|1|000008339||||Core|1|
000001168|2|000008343||||Core||
000001168|3|000008350||||Faction||
000001168|4|||Isolate and Destroy|Each time this model makes an attack that targets an enemy unit, if there are no other units from your opponentâs army within 6" of that target, add 1 to the Wound roll.|Datasheet||
000001169|1|000008339||||Core|1|
000001169|2|000008343||||Core||
000001169|3|000008350||||Faction||
000001169|4|||Strafing Enfilade|Each time this model ends a Normal move, you can select one enemy unit (excluding <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> units) that it moved over during that move, then roll six D6: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
000001172|1|000008346||||Core||
000001172|2|000008350||||Faction||
000001172|3|||Rites of Battle|Once per battleÂ round, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000001172|4|||Refuse to Yield|Each time an attack is allocated to this model, halve the Damage characteristic of that attack.|Datasheet||
000001174|1|000008346||||Core||
000001174|2|000008350||||Faction||
000001174|3|||Litany of Hate|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
000001174|4|||Spiritual Leader|Once per battle, at the start of any phase, you can select one friendly <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit that is Battle-shocked and within 12" of this model. That unit is no longer Battle-shocked.|Datasheet||
000001175|1|000008339||||Core|D6|
000001175|2|000008350||||Faction||
000001175|3|||Line-breaker|When making ranged attacks, this model can target enemy units within Engagement Range of it with Blast weapons (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
000001175|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001177|1|000008350||||Faction||
000001177|2|||Unyielding in the Face of the Foe|While this unit is within range of an objective marker you control, each time an attack with a Damage characteristic of 1 is allocated to a model in this unit, add 1 to any armour saving throw made against that attack.|Datasheet||
000001178|1|000008339||||Core|D3|
000001178|2|000008350||||Faction||
000001178|3|||Annihilator|Each time this model makes a ranged attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, re-roll a Damage roll of 1.|Datasheet||
000001178|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001179|1|000008339||||Core| 2D6|
000001179|2|000008342||||Core||
000001179|3|000008350||||Faction||
000001179|4|||Aerial Assault|Each time a unit with the Deep Strike ability disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
000001182|1|000008346||||Core||
000001182|2|000008350||||Faction||
000001182|3|||Astartes Banner|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
000001182|4|||Unbreakable Duty|While this model is within range of an objective marker and/or within 6" of the centre of the battlefield, this model has the Feel No Pain 4+ ability|Datasheet||
000001183|1|000008343||||Core||
000001183|2|000008350||||Faction||
000001183|3|||Teleport Homer|At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not in your opponentâs deployment zone. If you do, once per battle, you can target this unit with the Rapid Ingress Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3" of that token and not within 9" of any enemy models. That token is then removed.|Datasheet||
000001183|4|||Fury of the First|Each time a model in this unit makes an attack that targets your Oath of Moment target, add 1 to the Hit roll.|Datasheet||
000001184|1|000008339||||Core|D6|
000001184|2|000008350||||Faction||
000001184|3|||Assault Ramp|Each time a unit disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
000001184|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001185|1|000008339||||Core|D3|
000001185|2|000008350||||Faction||
000001185|3|||Armoured Spearhead|Each time this model makes an attack that targets an enemy unit, re-roll a Hit roll of 1 and, if that unit is within range of an objective marker you do not control, you can re-roll the Hit roll instead.|Datasheet||
000001185|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001188|1|000008339||||Core|D3|
000001188|2|000008350||||Faction||
000001188|3|||Siege Shield|When making ranged attacks with its demolisher cannon, this model can target enemy units within Engagement Range of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
000001188|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001189|1|000008339||||Core|2D6|
000001189|2|000008350||||Faction||
000001189|3|||Inviolable Transport|Once per battle round, when an attack is allocated to this model, you can change the Damage characteristic of that attack to 0.|Datasheet||
000001190|1|000008339||||Core|D3|
000001190|2|000008342||||Core||
000001190|3|000008350||||Faction||
000001190|4|||Strafing Run|Each time this model makes a ranged attack that targets a unit that cannot Fly, add 1 to the Hit roll.|Datasheet||
000001191|1|000008339||||Core|D6|
000001191|2|000008342||||Core||
000001191|3|000008350||||Faction||
000001191|4|||Armoured Resilience|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000001192|1|000008339||||Core|1|
000001192|2|000008350||||Faction||
000001192|3|||Spiritual Leader|Once per battle, at the start of any phase, you can select one friendly <span class="kwb">ADEPTUS</span> <span class="kwb">ASTARTES</span> unit that is Battle-shocked and within 12" of this model. That unit is no longer Battle-shocked.|Datasheet||
000001193|1|000008350||||Faction||
000001193|2|||Decimator Protocols|Each time a model in this unit makes a ranged attack, re-roll a Hit roll of 1. If the target of that attack is an enemy unit within range of an objective marker, you can re-roll the Hit roll instead.|Datasheet||
000001197|1|000008339||||Core|D6+2|
000001197|2|000008342||||Core||
000001197|3|||Thunderhawk Cluster Bombs|Each time the bearer ends a Normal move, you can select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 mortal wound.|Wargear||
000001197|4|||Aerial Assault|Each time a unit with the Deep Strike ability disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
000001199|1|000008339||||Core|D3|
000001199|2|000008334||||Core|6|
000001199|3|000008466||||Faction||
000001199|4|||Emergency Combat Embarkation|Once per turn, in your opponentâs Charge phase, after an enemy unit has selected targets for its charge but before it makes a Charge move, you can select one <span class="kwb">ADEPTA</span> <span class="kwb">SORORITAS</span> unit from your army that was selected as a target of that charge. Provided that unit is not within Engagement Range of any enemy units and every model in that unit is within 3" of this <span class="kwb">TRANSPORT</span>, it can embark within this <span class="kwb">TRANSPORT</span>.|Datasheet||
000001199|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001237|1|000008339||||Core|D6|
000001237|2|000008342||||Core||
000001237|3|||Fire Support|In your Shooting phase, after this model has shot, select one enemy unit it scored one or more hits against this phase. Until the end of the phase, each time a friendly model that disembarked from this <span class="kwb">TRANSPORT</span> this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll.|Datasheet||
000001293|1|000008339||||Core|D3|
000001293|2|000008359||||Faction||
000001293|3|||Scuttling Gait|Each time this unit Advances, do not make an Advance roll for it. Instead, until the end of the phase, add 6" to the Move characteristic of models in this unit.|Datasheet||
000001293|4|||Impaled|Each time this weapon scores a hit against an enemy <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, until the end of the turn, if the bearer selects that unit as a target of a charge, add 2 to Charge rolls made for the bearer|Wargear profile||
000001294|1|000008339||||Core|1|
000001294|2|000008343||||Core||
000001294|3|000008359||||Faction||
000001294|4|||Hovering Death|This model is eligible to shoot and declare a charge in a turn in which it Fell Back.|Datasheet||
000001295|1|000008339||||Core|D3|
000001295|2|000008359||||Faction||
000001295|3|||Infernal Regeneration|The first time this model is destroyed, remove it from play without resolving its Deadly Demise ability. Then, at the end of the phase, roll one D6: on a 2+, set this model back up on the battlefield as close as possible to where it was destroyed and not within Engagement Range of any enemy units, with D6 wounds remaining.|Datasheet||
000001295|4|||Conversion|Each time an attack made with this weapon targets a unit more than 12" from the bearer, an unmodified successful Hit roll of 4+ scores a Critical Hit.|Wargear profile||
000001297|1|000008339||||Core|D6+2|
000001297|2|000008359||||Faction||
000001297|3|||Super-heavy Walker|Each time a model with this ability makes a Normal, Advance or Fall Back move, it can move over models (excluding <span class="kwb">TITANIC</span> models) and terrain features that are 4" or less in height as if they were not there.|Datasheet||
000001297|4|||Bloodlust|Each time this model makes a Charge move, until the end of the turn, its melee weapons have the [SUSTAINED HITS 1] ability. In addition, once per battle, this model is eligible to declare a charge in a turn in which it Advanced.|Datasheet||
000001298|1|000008339||||Core|D6+2|
000001298|2|000008359||||Faction||
000001298|3|||Super-heavy Walker|Each time a model with this ability makes a Normal, Advance or Fall Back move, it can move over models (excluding <span class="kwb">TITANIC</span> models) and terrain features that are 4" or less in height as if they were not there.|Datasheet||
000001298|4|||Runes of the Blood God|This model has the Feel No Pain 4+ ability against mortal wounds and Psychic Attacks.|Datasheet||
000001302|1|000008339||||Core|D3|
000001302|2|000008359||||Faction||
000001302|3|||Armoured Spearhead|Each time this model makes an attack that targets an enemy unit, re-roll a Hit roll of 1 and, if that unit is within range of an objective marker you do not control, you can re-roll the Hit roll instead.|Datasheet||
000001302|4|||Conversion|Each time an attack made with this weapon targets a unit more than 12" from the bearer, an unmodified successful Hit roll of 4+ scores a Critical Hit.|Wargear profile||
000001302|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001310|1|000008339||||Core|1|
000001310|2|000008343||||Core||
000001310|3|000008359||||Faction||
000001310|4|||Dreadclaw Assault|This model must start the battle in Reserves, but neither it nor any units embarked within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. Any units embarked within this model can disembark after it has been set up on the battlefield, and if they do they must be set up more than 9" away from all enemy models.|Datasheet||
000001311|1|000008343||||Core||
000001311|2|000008339||||Core|D6+2|
000001311|3|000008359||||Faction||
000001311|4|||Kharybdis Assault|This model must start the battle in Reserves, but neither it nor any units embarked within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. Any units embarked within this model can disembark after it has been set up on the battlefield, and if they do they must be set up more than 9" away from all enemy models.|Datasheet||
000001317|1|000008339||||Core|D3|
000001317|2|000008359||||Faction||
000001317|3|||Interceptor|Each time this model makes a ranged attack that targets a unit that can <span class="kwb">FLY</span>, add 1 to the Hit roll.|Datasheet||
000001318|1|000008339||||Core|D3|
000001318|2|000008359||||Faction||
000001318|3|||Bomb Rack|Each time this model ends a Normal move, you can select one enemy unit it moved across during that move and roll six D6: for each 3+, that unit suffers 1 mortal wound.|Datasheet||
000001321|1|000008339||||Core|D6+2|
000001321|2|000008342||||Core||
000001321|3|000008359||||Faction||
000001321|4|||Thunderhawk Cluster Bombs|Each time the bearer ends a Normal move, you can select one enemy unit it moved over during that move and roll six D6: for each 3+, that unit suffers 1 mortal wound.|Wargear||
000001321|5|||Aerial Assault|Each time a unit with the Deep Strike ability disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
000001329|1|000008339||||Core|D6+2|
000001329|2|000008343||||Core||
000001329|3|000008433||||Faction||
000001329|4|||Emissary of the Blood God (Aura)|While a friendly Khorne Legiones Daemonica unit is within 6" of this model, you can re-roll Battle-shock tests taken for that unit.|Datasheet||
000001329|5|||Relentless Carnage|At the end of the Fight phase, you can select one enemy unit within Engagement Range of this model and roll eight D6: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
000001332|1|000008339||||Core|D6|
000001332|2|000008343||||Core||
000001332|3|000008433||||Faction||
000001332|4|||Emissary of the Prince of Excess (Aura)|While a friendly Slaanesh Legiones Daemonica unit is within 6" of this model, you can re-roll Battle-shock tests taken for that unit.|Datasheet||
000001332|5|||Mesmerising Form|Each time an attack targets this model, subtract 1 from the Hit roll.|Datasheet||
000001333|1|000008339||||Core|D6|
000001333|2|000008343||||Core||
000001333|3|000008433||||Faction||
000001333|4|||Emissary of the Great Mutator (Aura)|While a friendly Tzeentch Legiones Daemonica unit is within 6" of this model, you can re-roll Battle-shock tests taken for that unit.|Datasheet||
000001333|5|||Master of Magicks (Psychic)|In your Shooting phase, select one of the following abilities: [IGNORES COVER]; [LETHAL HITS]; [sustainded hits D3]. Until the end of the phase, this modelâs ranged weapon has that ability.|Datasheet||
000001336|1|000008343||||Core||
000001336|2|000008433||||Faction||
000001336|3|||Pouncing Leap|You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000001336|4|||GRANDFATHER'S BLESSING|If a model from your army with the Leader ability can be attached to a Beasts of Nurgle unit, it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001337|1|000008343||||Core||
000001337|2|000008433||||Faction||
000001337|3|||Daemonic Icon|Models in the bearerâs unit have a Leadership characteristic of 6+.|Wargear||
000001337|4|||Instrument of Chaos|Add 1 to Charge rolls made for the bearerâs unit.|Wargear||
000001337|5|||Bounding Assault|Each time this unit ends a Charge move, until the end of the turn, Pox Rider plagueswords equipped by models in this unit have the [LANCE] ability.|Datasheet||
000001337|6|||GRANDFATHER'S BLESSING|If a model from your army with the Leader ability can be attached to a Beasts of Nurgle unit, it can be attached to this unit instead.|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001338|1|000008343||||Core||
000001338|2|000008433||||Faction||
000001338|3|||Warp Spines|Each time this model ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6: on a 2-3, that enemy unit suffers D3 mortal wounds; on a 4-5, that enemy unit suffers 3 mortal wounds; on a 6, that enemy unit suffers D3+3 mortal wounds.|Datasheet||
000001338|4|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the following keywords for it to gain: <br><ul><li><span class="kwb">KHORNE</span> </li><li><span class="kwb">TZEENTCH</span> </li><li><span class="kwb">NURGLE</span> </li><li><span class="kwb">SLAANESH</span> </li></ul>The keyword you select will also affect some of this modelâs characteristics (see the Daemonic Allegiance section).|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001338|5|||Creature of Khorne|If this model has the <span class="kwb">KHORNE</span> keyword, add 2 to the Strength characteristic of this modelâs melee weapons.|Primarch||
000001338|6|||Creature of Tzeentch|If this model has the <span class="kwb">TZEENTCH</span> keyword, this model has a 4+ invulnerable save.|Primarch||
000001338|7|||Creature of Nurgle|If this model has the <span class="kwb">NURGLE</span> keyword, add 1 to this modelâs Toughness characteristic.|Primarch||
000001338|8|||Creature of Slaanesh|If this model has the <span class="kwb">SLAANESH</span> keyword, add 2" to this modelâs Move characteristic.|Primarch||
000001339|1|000008343||||Core||
000001339|2|000008338||||Core|5+|
000001339|3|000008433||||Faction||
000001339|4|||Regenerating Monstrosity|At the start of each playerâs Command phase, this model regains up to D3 lost wounds.|Datasheet||
000001339|5|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the following keywords for it to gain: <br><ul><li><span class="kwb">KHORNE</span> </li><li><span class="kwb">TZEENTCH</span> </li><li><span class="kwb">NURGLE</span> </li><li><span class="kwb">SLAANESH</span> </li></ul>The keyword you select will also affect some of this modelâs characteristics (see the Daemonic Allegiance section).|Special (Ð¿ÑÐ°Ð²Ð°Ñ ÐºÐ¾Ð»Ð¾Ð½ÐºÐ°)||
000001339|6|||Creature of Khorne|If this model has the <span class="kwb">KHORNE</span> keyword, add 2 to the Strength characteristic of this modelâs melee weapons.|Primarch||
000001339|7|||Creature of Tzeentch|If this model has the <span class="kwb">TZEENTCH</span> keyword, this model has a 4+ invulnerable save.|Primarch||
000001339|8|||Creature of Nurgle|If this model has the <span class="kwb">NURGLE</span> keyword, add 1 to this modelâs Toughness characteristic.|Primarch||
000001339|9|||Creature of Slaanesh|If this model has the <span class="kwb">SLAANESH</span> keyword, add 2" to this modelâs Move characteristic.|Primarch||
000001340|1|000008339||||Core|D6|
000001340|2|000008343||||Core||
000001340|3|000008338||||Core|6+|
000001340|4|000008433||||Faction||
000001340|5|||Emissary of the Plague God (Aura)|While a friendly Nurgle Legiones Daemonica unit is within 6" of this model, you can re-roll Battle-shock tests taken for that unit.|Datasheet||
000001340|6|||Nurgleâs Rot (Psychic)|At the end of your Movement phase, you can select one enemy unit within 12" of this model. Until the start of your next Movement phase, subtract 1 from the Toughness characteristic of models in that unit.|Datasheet||
000001344|1|000008343||||Core||
000001344|2|000008346||||Core||
000001344|3|000008350||||Faction||
000001344|4|||Psychic Hood|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Datasheet||
000001344|5|||Might of Heroes (Psychic)|While this model is leading a unit, improve the Armour Penetration characteristic of melee weapons equipped by models in that unit by 1.|Datasheet||
000001345|1|000008346||||Core||
000001345|2|000008344||||Core|6"|
000001345|3|000008350||||Faction||
000001345|4|||Tactical Precision|While this model is leading a unit, weapons equipped by models in that unit have the [LETHAL HITS] ability.|Datasheet||
000001345|5|||Deadly Terror|While this model is leading a unit, increase the range of that unitâs Terror Troops ability by 3".|Datasheet||
000001346|1|000008346||||Core||
000001346|2|000008350||||Faction||
000001346|3|||Tactical Precision|While this model is leading a unit, weapons equipped by models in that unit have the [LETHAL HITS] ability.|Datasheet||
000001346|4|||Target Priority|This modelâs unit is eligible to shoot and declare a charge in a turn in which it Fell Back.|Datasheet||
000001346|5|||Storm Shield|The bearer has a 4+ invulnerable save.|Wargear||
000001347|1|000008339||||Core|D6|
000001347|2|000008350||||Faction||
000001347|3|||Assault Ramp|Each time a unit disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
000001347|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000001348|1|000008346||||Core||
000001348|2|000008350||||Faction||
000001348|3|||Psychic Hood|While this model is leading a unit, models in that unit have the Feel No Pain 4+ ability against Psychic Attacks.|Datasheet||
000001348|4|||Mental Fortress (Psychic)|While this model is leading a unit, models in that unit have a 4+ invulnerable save.|Datasheet||
000001355|1|000008346||||Core||
000001355|2|000008359||||Faction||
000001355|3|||Dark Champion|While this model is leading a unit, each time a model in that unit makes an attack, add 1 to the Hit roll.|Datasheet||
000001355|4|||Aspire to Glory|Each time this modelâs unit makes a Dark Pact, until the end of the phase, add D3 to the Strength characteristic of weapons equipped by this model.|Datasheet||
000001360|1|000008339||||Core|D3|
000001360|2|000008343||||Core||
000001360|3|000010345||||Faction||
000001360|4|||Surge of Wrath (Psychic)|Each time this model makes a melee attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the Hit roll, you can re-roll the Wound roll and you can re-roll the Damage roll.|Datasheet||
000001360|5|||Warrior Strategist|Once per battle round, one model from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000001361|1|000008343||||Core||
000001361|2|000008346||||Core||
