leader_id|attached_id|
000000127|000001177|
000000127|000002781|
000000060|000001177|
000000060|000002099|
000000060|000002781|
000000060|000000103|
000003943|000003950|
000003943|000003949|
000003943|000003948|
000003890|000003898|
000002605|000002613|
000002605|000002614|
000001394|000003893|
000000889|000003893|
000003941|000003977|
000001396|000003893|
000000577|000000590|
000000577|000000589|
000002759|000000600|
000002759|000000601|
000003909|000000601|
000003814|000003827|
000003914|000003918|
000003914|000003916|
000003915|000003917|
000002542|000002532|
000002542|000000589|
000002542|000002531|
000000582|000000584|
000003814|000003816|
000003814|000003825|
000003814|000003824|
000003814|000003826|
000000714|000002614|
000000713|000002614|
000003937|000000724|
000004069|000004044|
000004069|000004064|
000004070|000004044|
000004070|000004064|
000004072|000004043|
000004036|000004044|
000004036|000004064|
000004037|000004043|
000004038|000004067|
000004039|000004064|
000004039|000004044|
000004041|000004064|
000004041|000004044|
000004045|000004052|
000004045|000004050|
000004046|000004052|
000004046|000004050|
000004047|000004054|
000004048|000004058|
000004048|000004054|
000004049|000004057|
000004049|000004052|
000004049|000004050|
000004062|000004044|
000004065|000004066|
000004084|000004088|
000004085|000004080|
000004085|000004088|
000004078|000004080|
000004078|000004079|
000004083|000004089|
000004084|000004081|
000004085|000004079|
000004100|000004101|
000004103|000002631|
